Time,Fp1,Fp2,F3,F4,T3,T4,Cz
0.035,40.08505340305018,19.505454633606934,48.117747320380126,-2.404748478945285,44.07901022083503,-56.81716443650994,36.943561653215596
0.036,38.475794725225825,18.992607762116148,42.22502637120797,-14.699390608765723,47.6619134734996,-49.82521616196569,54.48390888821613
0.037,37.47688567690306,20.027172271306075,50.34499264195563,-25.78946308199375,39.574313112716936,-48.282158618242384,49.561157168169316
0.038,32.750749642644095,12.520947106476042,53.87977164053221,-23.664146265198813,47.15354531665515,-34.688847519542854,47.768472155351084
0.039,39.2587416825241,16.431847937977743,47.65693607089823,-23.390599448974278,51.59052274083572,-51.088866708292514,50.525909831072
0.04,31.602163567156364,6.399055475232754,50.8591457796622,-38.96820501024836,47.52829998936057,-55.13038457095282,45.458794602480886
0.041,22.19632810318682,8.759251179027647,35.78982507708051,-37.60416420913586,53.99602516924821,-42.44166115990419,47.437280224155735
0.042,32.458865668336124,9.107217046255396,52.21124707191666,-40.13681508543348,54.032745092741145,-40.51150553166221,49.5661572185325
0.043,23.785642408456496,3.982697239614126,43.82461341128756,-37.41708925385173,54.37692621619368,-33.06829200967336,50.57547558174654
0.044,18.347248051100806,-5.846916121391493,38.66104379147268,-46.328291982201335,47.76301557068243,-39.60876897543742,47.6201566129758
0.045,13.632132700485268,-10.383115889466662,43.46142765201792,-34.87989524539712,56.7333117711193,-28.050448004824645,62.13065512153706
0.046,14.273145599223021,-15.814894727036942,30.559278388830606,-39.1589667516095,42.13408053904467,-20.829221840286955,50.28842957692477
0.047,10.715838061897596,-17.711961938460064,40.243781957112404,-51.78760544520367,47.48394904610358,-9.337740682961774,56.41119038445159
0.048,6.62479989464992,-31.947618291516093,37.75522136124505,-42.025952212647084,46.618934883116474,-3.096466453025057,58.882294159908156
0.049,-0.4187564456820585,-29.64256390054066,29.937599199257324,-47.29379892021939,39.62094868168308,-8.351708547078305,47.7867864868288
0.05,-1.7972628231817187,-35.62394770913813,29.108949217742293,-47.324332242239855,50.318333764760844,-5.544399912969688,50.42578472995185
0.051,7.452358744210807,-36.524797018109304,24.133824332411045,-41.25367330109455,40.56247972850669,4.8648322823234755,43.57338930848607
0.052,2.217329003744675,-39.035536962044745,21.071185031911597,-48.40067131117304,49.94455360638764,14.603341874277278,49.46428722379287
0.053,-12.347774008396062,-39.8599142874787,30.42236532112849,-43.02426383348653,48.83488477933881,25.585238025730092,61.22044040967607
0.054,-15.565617774678188,-41.02442565930987,18.41485665444509,-47.969817014440395,36.89703467895072,21.879281246317767,41.14786834724254
0.055,-17.384899366535567,-39.45508579026695,22.67576686853174,-44.07576217166962,25.734560165916008,32.562028601902824,45.07747314692112
0.056,-21.92657225058227,-37.562413004122156,12.994108928612082,-51.40411185117209,51.34163317959765,21.316555222452124,46.57633924141599
0.057,-34.895809637976384,-41.66399688575323,13.680561533291385,-46.85606775145324,31.551139569343768,36.09194320175691,42.83148831274393
0.058,-31.247285625368566,-54.86084075382049,10.954938406854835,-28.978399794576617,33.2690627026863,39.50658938806373,55.63432504413259
0.059,-17.966099755191955,-46.14106886225013,12.739421236285034,-28.52044880406097,32.77440530661319,41.12423021207764,48.370308527574494
0.06,-33.709486468242105,-46.6976873899788,5.373773580275782,-44.93146601627981,44.84495245746439,50.72676445622518,41.264674145807945
0.061,-30.382436811411296,-50.31846671907165,-1.6672055136263766,-27.789418885237378,33.935786614111805,56.26119267678698,51.16589494249126
0.062,-37.758880287011905,-51.37710096226053,-2.0023854562796393,-29.278610032753598,29.049508659827545,48.90799714360289,43.70379749036958
0.063,-36.71966886219106,-49.3973539070851,5.300513426641426,-21.6577138374786,33.66501281218139,55.7614774274903,52.56401559829392
0.064,-42.08708888070205,-57.67735966811967,-8.130602040754068,-6.33489700593237,32.094845749562474,44.60665350810792,54.39041391923939
0.065,-40.96723892054132,-52.27394947166125,-3.454195327949357,-7.568873886675238,39.40624686305996,49.49120562102485,55.17751388546141
0.066,-46.78051139065159,-50.561063976780645,-10.073331386691434,-2.1189612258213386,28.290976023371424,46.740474918012836,45.33312176107926
0.067,-37.261446797796864,-40.92390259410486,-8.401940574934827,1.2886301461412053,28.752916560201452,40.85963982350266,44.8423927051763
0.068,-38.03084711367798,-46.924503539911356,-19.204714490133824,3.3978259322458038,30.917634398685344,41.611551265402575,44.09962878744165
0.069,-49.58445879198522,-42.28487160497083,-23.54804658090974,9.186253296307557,31.95321498443614,41.640740895149136,44.935835210783175
0.07,-51.99279467780676,-47.486123060480615,-20.435260113465038,7.803529831705431,32.231692122924315,30.019233163055464,40.2012267498579
0.071,-45.610061802969334,-44.41341294006055,-17.47286505912691,13.932730473951493,23.536621066947827,23.83689224540772,46.5769580092685
0.072,-45.609984060350754,-41.174150200120565,-30.78991677533771,23.186816641785107,18.09159273292216,24.475157546359064,36.38878176896747
0.073,-54.32313355809656,-32.178353419597,-19.903688523874447,24.211041760612133,26.51513482125374,17.643002201037426,42.14055646158748
0.074,-48.92807989328211,-26.146708255288125,-29.30220929540073,33.21351356223929,12.112959552129722,12.742757994159776,38.97892821718093
0.075,-49.656091728597765,-26.20675508464242,-33.49414324273236,38.27289699471152,15.93764183903228,0.39277286826893326,31.084023235495003
0.076,-59.86899276562214,-34.63912809075702,-33.70059214782821,38.569486879088075,6.920707285322331,-0.12860721966577415,40.10394390846372
0.077,-48.78035479802076,-12.209924261125114,-29.567818548081362,44.75169746040374,7.884222633869914,-20.65330174623205,37.33823409225854
0.078,-46.50620915905479,-22.252913550430414,-35.323606546369625,40.85121943408636,16.710771393899627,-21.923460107532364,28.461783895330328
0.079,-43.32400580436253,-15.495004204725845,-39.992077244161464,53.26505346539812,3.6979708215849723,-17.199867973311157,19.26153424946112
0.08,-44.823719615575655,-15.93629645350965,-45.09857468749524,49.68582981849497,3.3437209670640793,-31.08597558861879,26.747807047703972
0.081,-46.16867888340919,-14.891650083529093,-34.5904294066844,57.67924533562874,2.373401087280342,-35.2653791888704,36.79677725375362
0.082,-42.49670655124162,-1.179540127628866,-36.48890574407376,48.78757241686208,-0.6480218826446436,-34.03538260251223,29.708740310580506
0.083,-39.13921746962875,-1.9091054547547173,-38.857228092058975,37.731956569537445,-9.5010885022972,-34.672109994248835,22.014059977972007
0.084,-40.84448962137735,-1.8187719549324197,-49.21079480200985,54.47193150851896,5.042376487399928,-46.038620989383325,28.415024144870998
0.085,-42.563289587694264,9.599574959875035,-44.66520865124091,41.33076046685553,-6.184068869008559,-49.37303116204955,22.589034480367424
0.086,-41.25700278774633,10.086847145840581,-43.84937741489657,46.33969408449972,-12.25564695196553,-47.917791485420615,25.972994502935492
0.087,-36.519949165085826,11.24567661452107,-42.211444319138586,47.95098688440951,-11.56230135215786,-50.55286687875206,25.706149779673233
0.088,-27.209539048153843,21.384404329111202,-47.79800132632256,47.56038815809213,-12.709690236924853,-47.13183890964791,31.014599453128007
0.089,-24.396306288452045,16.327588112343733,-38.34535808928183,38.18536287180259,-14.02866983178922,-46.99901718519597,7.279683266416109
0.09,-26.84356050252021,23.527518312693836,-47.31095990412486,43.04108441645561,-11.081697492464803,-43.97443789399707,12.817863557602728
0.091,-24.64279107844389,26.01882686166291,-44.61839687769732,35.03832047377384,-15.791162088761313,-47.44284837566918,10.856842298868642
0.092,-27.854625736609865,29.087620271654817,-48.49129721825333,43.36221401751288,-8.65885083592921,-47.61673362004297,14.806812848366132
0.093,-22.00257852169683,21.12004185586011,-54.66947606256152,31.501621002452417,-13.754247008099192,-30.064128295863014,9.247461059300033
0.094,-15.897902708844358,40.14523605814107,-44.49727987172559,28.63395983242467,-15.544544266148296,-36.121477167252124,12.0204528251092
0.095,-14.972619438158075,34.34798484712272,-47.07050473529244,20.64542439666924,-18.532348509851406,-36.881555135720255,17.920180282676636
0.096,-11.112360099915769,39.26004857663976,-48.994752059200366,8.13681585374123,-19.67480839356155,-15.041578796669087,8.951967780352339
0.097,-6.647881088087012,41.226107862156084,-56.04791586261507,15.626029158099866,-23.684202298046213,-28.04799319272002,9.940404592737057
0.098,-15.935364744693093,41.77075339059064,-49.28096644493496,18.21170443329875,-27.508513829955817,-13.58543151913538,0.655829928685542
0.099,-4.791403548606262,42.53135620392014,-45.35690730059514,7.323298275060161,-37.760503295342446,-16.71604308605021,-0.2995014599690424
0.1,3.935486750856582,42.35528091079488,-42.95956763212865,1.9649718168054322,-28.72011363457435,-7.016428003749579,-3.9879029571507463
0.101,5.197279388542945,50.60552808902714,-44.45021436732469,-3.4931674203619987,-29.494150429911034,14.618715215549837,-0.07475088274900199
0.102,7.879996657002344,49.543148492527045,-42.459290917266685,-2.9128130362676696,-29.677105282828506,14.401006828903293,6.723642861269202
0.103,11.222377270041145,52.24256435919462,-42.8983964069706,-18.61718978902903,-42.14690773862736,23.16672771038907,-8.508578536652886
0.104,10.027666333172416,49.50623266537757,-41.335807228414694,-13.59245271778553,-36.7514625146139,21.30864199551326,3.2349428337101696
0.105,23.697355257662487,46.828466009663934,-50.7779887250095,-15.829084706226766,-30.820594630048866,31.654571305230576,-5.762094305600479
0.106,23.45848364042184,51.23900014120573,-36.852112286390195,-32.726695912964686,-36.7856633684636,29.39277386737718,-6.60108951411088
0.107,16.900504103435416,52.82049254457124,-39.204906929697486,-24.3755686242781,-36.69940028801436,36.39313949141338,-11.383029818920685
0.108,18.537704172185855,48.584287639577106,-39.7447422717953,-30.432012217313808,-44.84990322483666,50.234780136727345,-15.489718454500137
0.109,40.005045422347976,53.708617633632315,-38.54866320044523,-36.142533226783016,-35.12546225527016,45.06710020280686,-11.121323079851633
0.11,33.9999892400574,53.445848843567475,-37.72275309679047,-43.537556422711745,-39.489461466010596,41.59019315083771,-23.493747524230553
0.111,33.44801490326049,58.22394265121841,-26.382506568878053,-38.305237881410235,-45.69863982716396,43.4134805363846,-12.48442603578373
0.112,38.72804111348685,39.37577922733348,-35.23110328702754,-54.636996674113384,-41.24467204981191,50.31446295087906,-17.3267948099381
0.113,36.316063270248016,38.52812119354501,-29.760248445435863,-54.5766075587363,-49.362223597239336,51.491384895488885,-28.965387539307542
0.114,45.90345197209274,38.05473086995499,-23.301773337947807,-37.9974833083813,-49.20997176379765,51.45248459740193,-15.131986014755121
0.115,45.088686500329246,34.58038417862933,-23.19719343834575,-53.4206999666566,-44.04397799036062,54.12979276112031,-21.2901324361048
0.116,40.213002227023416,34.28232921568264,-23.45832206873159,-53.49848424701659,-42.74661408521556,36.41317090461868,-10.842585590941866
0.117,42.5824528117188,26.669301281216317,-8.018063892843223,-51.76324629107879,-44.76622243529043,47.55253425076814,-39.03235211757851
0.118,32.73383230811848,29.163869189757477,-19.799129935450118,-42.733717034690684,-51.38116264021186,34.136733429974505,-34.48665773022968
0.119,50.11713303350999,18.535127140374524,-22.380056225336695,-45.493094565551424,-51.96957217385429,30.50326495059269,-34.336900845085886
0.12,55.359848852822964,24.671170110694124,-13.945817218070871,-43.93635213747439,-49.20878281131635,27.88524670529434,-25.627887429750444
0.121,55.68791415146404,19.093452482269612,-11.253271731541352,-46.05720018523384,-53.4083153312447,24.886187837861474,-35.11524267851161
0.122,51.20290312032408,10.555987497764118,1.308854937765826,-42.14965817968048,-50.37505540684982,17.189991954684327,-30.236446351555006
0.123,48.283526239064486,7.360519538516426,-1.4212691247144762,-47.22238504967005,-48.08262596614738,13.890428619522938,-26.098345202491462
0.124,49.957116666183076,8.217450637540841,-0.8554562108897168,-31.306671582171315,-49.20807603024994,4.856483486101275,-36.43722126512413
0.125,48.00253047139959,6.1742760207034415,-4.056064595939495,-44.56015342609339,-48.84933425889651,-2.439164816593357,-30.326040007119964
0.126,53.771117372164674,-6.605065828161713,7.100797938023225,-25.755105197678542,-43.65878580187388,-11.120164234200296,-26.909936015783853
0.127,54.13791698571341,-17.925864486562734,-1.855349763425993,-32.90250979903261,-56.37992567139,-16.10585947562593,-33.59060663292424
0.128,53.77884593423227,-10.14148523757246,13.281876396260259,-23.56190965605411,-49.188804769374244,-30.29838488181911,-41.89533588949166
0.129,46.90472323880206,-19.284006367649003,4.810688498175861,-14.706987969036414,-51.15402084028799,-32.02110833732741,-39.53819354467135
0.13,49.64273073250518,-20.629543458081475,14.079770839735732,-22.128382847891533,-52.146946617064856,-32.02932859846958,-43.746924109236375
0.131,52.751462372101315,-21.949329106663907,9.907363341842126,-1.4929868446884047,-43.89794694844937,-32.11685726767781,-41.54766760181168
0.132,43.66370926053522,-23.82873853086877,15.873911646587004,-5.901554063892916,-41.41554394197289,-46.24642429136911,-41.55384119293581
0.133,35.72834741685524,-28.413568759993268,21.677135742120846,-1.0234585042008566,-42.77434924907969,-42.060208139941714,-44.254980392464965
0.134,41.90796957066992,-33.543444908833806,19.558737001053395,5.002614373483767,-46.08125411298733,-49.776956200456894,-47.00325616648759
0.135,37.163234961704624,-40.75720159501861,29.3023121378987,14.096922256388382,-39.33961448513635,-46.51815500999598,-37.19900210938413
0.136,31.88233250443029,-31.105099784665164,30.187518393426895,11.242142827206777,-55.31638724969399,-47.44104583510668,-43.268091141642834
0.137,37.37684202875098,-40.5782844173872,36.302949580242355,18.640969759532144,-49.2322936146718,-42.48849257735847,-40.66804370513705
0.138,29.549474613624284,-41.03674529344984,36.84396349986608,21.638058958549887,-50.561200426304524,-53.844363581712784,-51.761160396534535
0.139,42.68262634392944,-48.804438379616805,37.88900531900464,37.10456444663084,-38.30537914868983,-40.071429548394065,-59.70631938024335
0.14,32.88386564135904,-54.350479369941915,28.478287797238735,31.01005795407876,-47.44317187604605,-41.31645555698911,-50.53248982171992
0.141,26.81530203199279,-42.56127328215186,38.08754632923335,28.88630950772641,-30.810345354863607,-43.949728057541726,-52.333279668399676
0.142,25.22995290553094,-39.78074894826497,40.73134224260727,50.09525023467405,-37.62654950595369,-40.852952310327254,-46.047528286950595
0.143,17.35245598906689,-51.93736925926278,32.44949539985042,37.20905836478533,-43.02984773791145,-38.79403259834547,-44.863673441679694
0.144,18.690495686850728,-53.58365077859057,42.16638274470069,42.794038594547786,-36.908186217806865,-35.34313719708301,-45.39656358508222
0.145,16.907235253173745,-57.6020492284281,37.474197418346144,46.951320779798735,-42.71953577571706,-31.504757284181995,-55.08570271791041
0.146,14.113949287170135,-46.550111242739135,55.96103016851305,48.67306912777844,-36.77361245646829,-20.18235373825778,-52.039488207126034
0.147,-1.4039186016358425,-52.32055455373408,48.3626121446207,53.92386077309985,-33.00866302648621,-22.716607920226828,-46.717707239249265
0.148,9.776709549951818,-52.94459169493072,51.42982116516385,38.737379889888125,-27.779787819304325,-23.23967515233262,-51.94114112007006
0.149,13.72535915362494,-51.139880563310996,52.97332781848629,50.05747777877152,-29.457089815683418,-4.380388900294017,-43.31495772379487
0.15,0.4406822390899771,-46.35520110480873,49.222290634757115,56.083717508837374,-27.357708592084478,-1.6937183236305984,-51.084263216963144
0.151,-1.1957379686290308,-50.57264420486058,46.37644236813795,52.81930242775767,-27.386248251739516,12.288850676031114,-46.155915658248944
0.152,-14.482933203190889,-39.341943238445936,42.451548165324056,54.117449795741116,-21.764276836210826,18.588616334097722,-55.12625866482292
0.153,-11.957769903534484,-47.34913928242638,45.92454126373192,53.36822920525136,-35.71174815466043,20.86210947378301,-51.57326988174902
0.154,-10.40509635011517,-44.1121724613425,44.985723828939086,39.00142306411002,-24.39688467826816,20.144955715938167,-44.29125820217782
0.155,-15.193969082209724,-37.54126548418512,55.569969099948025,33.756260505516906,-18.230854717315694,30.24659700190886,-56.31358875433214
0.156,-15.828124397084276,-32.998625426900965,46.795288965049764,44.77459084110026,-19.059164209391433,31.583421776506544,-42.035603611047556
0.157,-21.090179531768403,-26.050405661459763,57.397714279468666,36.269042115649775,-23.07325687074495,27.609023418464346,-56.083489188174454
0.158,-18.754994943730814,-18.80603200348272,48.90237243086002,34.569940269656215,-22.207947114723556,43.28421146805974,-47.26508434095417
0.159,-27.915250102829223,-21.88644641997084,46.948258287943844,28.565512688181336,-19.025116353703154,30.768383772724164,-52.97719978632765
0.16,-22.28912788620262,-21.009033618093337,54.26484650938678,23.06888555660079,-24.260120536213456,47.61374594159585,-50.79629376004753
0.161,-32.379457269582836,-17.46945544267815,44.26125339124112,22.159364932191554,-11.80800740452425,41.486713332209014,-47.24476719375211
0.162,-35.51988016512216,-20.71041009912648,47.60861517556953,22.649120749812656,-10.009969014433816,51.47245846661874,-50.35293851727915
0.163,-39.20901778685484,-16.57976850091836,49.03279386142729,21.13784446808109,-10.490436339080643,51.24934214111192,-49.40511842576283
0.164,-47.60975989774431,-9.009923813971675,44.392424902386544,2.9808289547631652,-5.134852713620075,43.711944197093054,-42.56199709907557
0.165,-46.91540637759638,0.5617923534557727,39.90462971702216,5.219155465538602,-7.554828866761913,44.34664109439537,-37.82948105060643
0.166,-44.662352750229985,-2.708656539201645,47.59658109978517,5.639194802686323,-6.052873010925859,54.70602548476339,-41.04995296905429
0.167,-38.67192377952603,-1.3892516092363751,47.19752650811107,-6.432063219853762,5.0842954848758986,38.730464580343,-39.88303895924714
0.168,-47.848547023122066,-1.4316665599919522,41.45622121155065,-9.219292125447534,0.35115666587007466,41.411209546835934,-53.44172906255278
0.169,-42.697446629857716,13.391485524440993,37.881264524670875,-2.091348094500603,13.605449459289254,38.77715479097855,-39.62665757981316
0.17,-53.24326673861299,13.82325000244474,41.621754918544326,-27.585451498968602,12.587376459098895,27.44470648562473,-43.56467238541005
0.171,-51.98120580739462,24.26928285918101,29.87474556955473,-16.864110952637844,5.021476726420304,14.871856776126004,-37.84732957537034
0.172,-53.476009958164475,7.806926811228884,32.7489204565235,-22.155375307473907,9.046117377776083,23.080729900047942,-47.27460085339581
0.173,-44.19982890455827,22.48360520327405,37.92669501751159,-31.823228349937057,16.913295432208898,8.637115636361022,-41.73341226027337
0.174,-51.77713710275268,40.20330578761409,26.16257916742454,-33.20067164810216,17.461699452347165,-0.33165271609502156,-38.80692204202813
0.175,-49.948162924757234,26.3673337146728,34.607740670287285,-38.33774452100418,8.06050719462193,-6.468718919398139,-39.40153138175412
0.176,-53.35003475543334,29.402864104935137,22.8326173306706,-41.62350109218161,17.278079803011956,-14.857185821475166,-29.657376801451157
0.177,-49.28293079557785,32.968664637045,18.01496973533996,-42.95652961261818,17.875489474553888,-11.927990858627965,-32.933260479358275
0.178,-49.00990426320966,44.32575620122439,16.336184358612073,-42.83057243771322,20.837113296575016,-21.001037690934545,-26.259907930999766
0.179,-37.8320848093858,36.03400989957233,19.918971360044132,-43.12515555998862,20.925432527729622,-14.734984164110354,-35.91044934875129
0.18,-44.74878577295385,44.390217851415315,21.731422914692,-46.893833430620575,26.926841181609497,-27.124302961650354,-33.17917635176792
0.181,-47.51684501920184,46.740737520630276,13.163366675193107,-47.19922638901605,22.792408594425876,-34.38647959356949,-25.18726592108382
0.182,-55.17009905409812,46.05262235734812,24.129961944924933,-48.98244420631912,38.338089486937314,-37.38948850876792,-29.514580201706423
0.183,-41.889305852078955,34.28400276989874,17.35494286878696,-49.973989366917344,23.382236199191052,-38.926665614111386,-25.572644462258257
0.184,-43.248347137565325,41.97100018810615,18.692274769880118,-55.34478475145458,29.1093879080474,-35.35914016409014,-22.14012777695093
0.185,-45.50822087177709,53.7663085729678,8.091314152126573,-54.969159525286024,22.49175818168279,-44.838697493251175,-29.050820624530587
0.186,-45.87486725498236,53.7948483033654,8.358517897676583,-55.696387054292025,27.92348802339223,-53.335733339941484,-21.100785585476363
0.187,-38.06807883223073,54.26297557680934,-0.055328697579964725,-47.25781500929879,33.786068989270795,-43.04448223228084,-25.59161470275607
0.188,-31.005417999133023,52.32557279624221,-5.688408892381814,-47.83027610103358,31.397888515822217,-45.26002657210094,-13.58618208030608
0.189,-29.43409696971243,52.62738228234157,1.663006595158345,-36.03101568754648,42.76085161725897,-53.229598204138036,-6.547932394360524
0.19,-30.445627525942466,53.32055785055691,-4.567167259745489,-39.95414159486662,33.091269713336125,-50.893013119785074,-10.211436552263903
0.191,-18.616367240849975,52.337800187201,-13.49290441263901,-36.840409923588766,42.896589951724145,-44.728230158512616,-8.865953807860155
0.192,-22.969563847591992,46.16375977658635,-6.842926605164957,-36.39504457587679,39.40522796899218,-41.07595426035606,-18.76585378898131
0.193,-28.004062884929986,45.824942726526295,-14.68910688408239,-39.22295291618269,44.92842456577958,-43.78889527641345,-24.163385586176098
0.194,-15.524922327261523,50.72667691652625,-24.358273193419826,-24.95763523328031,45.58598125199269,-30.6720726797309,-15.324858622116171
0.195,-12.655529209798082,45.48290991855826,-18.708067727766334,-18.738500136390428,40.07440915248266,-28.555366988887904,-1.5007959363560603
0.196,-8.255244450278715,42.385839002830814,-25.516594456206022,-18.58002812189288,47.033926509014776,-21.455686368016753,-6.277841154731363
0.197,-8.478230161585481,38.19013407223319,-14.87749431504576,-4.98492904143624,48.24824924774062,-26.70172236548624,-10.114426353358548
0.198,-2.3044844543345278,28.66597647842469,-25.721827995981347,-5.925110979963267,42.19838780349398,-3.2343931398801455,-12.968616238916386
0.199,0.5791218899639263,31.385846102673508,-22.384147510542103,-7.864057434033515,43.20662778736031,1.2463374878226876,-0.5079592420400851
0.2,2.5504329959177476,25.28568808299356,-33.09346188278828,0.03319753944266822,53.1492971338897,-6.443285703839444,3.25718856607281
0.201,8.415163672316318,33.60827560342714,-21.990039230230956,2.138353471790602,41.73875321830312,6.3041179368667155,-6.546545570652993
0.202,12.225861151512532,20.221919641527577,-34.534995026142234,10.604244917129614,45.573115660184605,10.976429227568584,5.158101620367464
0.203,6.13047940217767,17.457786152767806,-37.683860148197155,8.489051474730674,50.13563254003995,14.879433112458145,6.508554371154698
0.204,13.880469109744865,19.584731063083044,-28.4958019479635,14.11382118171486,47.61050538706911,19.955038005285687,1.6795696910017526
0.205,20.707723249462212,10.543532082792982,-36.491261622661945,29.10564203839624,45.743927868330246,29.04214385461501,7.467363201519113
0.206,21.222231304510487,13.658132439191832,-44.279190209951054,27.33755422388269,40.074789153352256,37.267801911972896,10.875468827101315
0.207,19.503428632899556,6.174435690714838,-31.45055276416038,31.075042436959613,45.83726927077575,37.44754787705019,4.108383055343808
0.208,24.506002730495744,-0.7656573375499127,-49.58261247677618,23.211352562955298,37.32144332494415,46.84950949382461,17.273487430188585
0.209,36.02252017505175,5.707190177007107,-44.05526134409487,43.85284423909747,58.02044863667112,47.90455154008068,4.995183858456622
0.21,25.637311606721923,-6.694228361283391,-40.53800039450502,35.69745452436517,53.78477834564506,49.82319188554164,12.056942018221282
0.211,42.51249594231729,-8.22055634936159,-47.283280254110494,35.52973939490428,47.344402101820094,44.194804537475946,14.142661858244784
0.212,30.76367746166816,-18.034922708816016,-42.74807618673343,45.785716778684375,49.227081351969794,48.82325474391172,27.192846204093364
0.213,29.150844152289263,-16.39970967530955,-37.404645041454486,54.516353547028324,40.29023574446883,58.959778664699776,18.46878471711716
0.214,35.48465895653663,-13.423037363372954,-50.804774189706116,41.646348975405594,50.382147010091195,49.50184585207357,19.23849176538585
0.215,39.256711126027746,-31.623058603292606,-47.55001044795397,45.909901278812036,45.65085695867097,46.199463764624085,23.543432786952184
0.216,45.13043569206154,-26.487217788081335,-56.04847937040214,48.32866855567795,48.23819109851244,40.107504283788984,18.952691719342976
0.217,39.84312016388017,-32.91854281432898,-46.41428743602237,46.65011134602887,46.72658686393653,44.71840140237113,19.53269774289619
0.218,45.13948052429095,-25.998226345437548,-52.743565557038934,47.02832448546166,48.334109089145855,35.464328868506264,17.904373617687238
0.219,49.753074582113854,-33.289312405716494,-49.35451697251726,41.606678324331156,51.39830790306041,32.58408878668722,28.293012435761348
